1857.4,-140.6,-1074.2,-1074.2,-15.6,0.0,-15.6,0
1853.5,-142.6,-1085.9,-1085.9,0.0,-265.6,1031.3,0
1851.6,-144.5,-1095.7,-1095.7,484.4,-218.8,1046.9,0
1851.6,-146.5,-1105.5,-1105.5,468.8,-265.6,1078.1,0
1845.7,-150.4,-1113.3,-1113.3,484.4,-265.6,1093.8,0
1841.8,-154.3,-1121.1,-1121.1,484.4,-265.6,1062.5,0
1834.0,-162.1,-1130.9,-1130.9,468.8,-265.6,1031.3,0
1828.1,-169.9,-1138.7,-1138.7,406.3,-234.4,1031.3,0
1818.4,-177.7,-1144.5,-1144.5,500.0,-265.6,1031.3,0
1808.6,-187.5,-1152.3,-1152.3,406.3,-265.6,1015.6,0
1796.9,-199.2,-1156.3,-1156.3,421.9,-250.0,937.5,0
1781.3,-214.8,-1160.2,-1160.2,375.0,-218.8,984.4,0
1767.6,-230.5,-1166.0,-1166.0,296.9,-250.0,937.5,0
1750.0,-246.1,-1169.9,-1169.9,546.9,-328.1,890.6,0
1732.4,-265.6,-1173.8,-1173.8,500.0,-359.4,937.5,0
1712.9,-285.2,-1177.7,-1177.7,437.5,-234.4,921.9,0
1697.3,-298.8,-1183.6,-1183.6,375.0,-265.6,906.3,0
1687.5,-310.5,-1189.5,-1189.5,375.0,-203.1,890.6,0
1675.8,-320.3,-1201.2,-1201.2,328.1,-312.5,937.5,0
1666.0,-330.1,-1216.8,-1216.8,359.4,-343.8,968.8,0
1656.3,-339.8,-1230.5,-1230.5,-140.6,-265.6,921.9,0
1646.5,-351.6,-1244.1,-1244.1,-140.6,-203.1,1031.3,0
1634.8,-361.3,-1253.9,-1253.9,187.5,-328.1,953.1,0
1628.9,-369.1,-1263.7,-1263.7,187.5,-328.1,953.1,0
1619.1,-377.0,-1271.5,-1271.5,234.4,-296.9,937.5,0
1613.3,-382.8,-1279.3,-1279.3,203.1,-296.9,953.1,0
1607.4,-388.7,-1287.1,-1287.1,218.8,-312.5,953.1,0
1603.5,-394.5,-1296.9,-1296.9,187.5,-328.1,984.4,0
1599.6,-396.5,-1306.6,-1306.6,187.5,-328.1,984.4,0
1597.7,-400.4,-1314.5,-1314.5,171.9,-296.9,1000.0,0
1593.8,-402.3,-1322.3,-1322.3,125.0,-359.4,1062.5,0
1593.8,-404.3,-1330.1,-1330.1,31.3,-359.4,1046.9,0
1591.8,-404.3,-1335.9,-1335.9,-15.6,-359.4,1109.4,0
1591.8,-404.3,-1341.8,-1341.8,-62.5,-359.4,1109.4,0
1595.7,-402.3,-1347.7,-1347.7,-46.9,-375.0,1109.4,0
1595.7,-400.4,-1351.6,-1351.6,-31.3,-359.4,1125.0,0
1601.6,-396.5,-1355.5,-1355.5,-15.6,-359.4,1093.8,0
1605.5,-392.6,-1355.5,-1355.5,-15.6,-343.8,1093.8,0
1611.3,-386.7,-1355.5,-1355.5,-15.6,-343.8,1093.8,0
