"","X1","Squirrel","date","ODBA","Feed","Forage","NestMove","notmoving","Sleep","Travel","Deploy"
"4190",35,"E6",2014-06-21,285903.4,14257,11915,4933,2849,49363,3083,"May 2014"
"4191",36,"E6",2014-06-22,307702.22,14236,13227,5367,2411,47799,3360,"May 2014"
"4192",37,"E6",2014-06-23,307992.16,16196,13532,5111,2423,46115,3023,"May 2014"
"4193",38,"E6",2014-06-24,300826.2,14841,13491,5302,963,48642,3161,"May 2014"
"4194",39,"E6",2014-06-25,284181.7,17560,11920,4762,1468,48038,2652,"May 2014"
"4195",40,"E6",2014-06-26,314000.78,16492,13668,4397,1526,47023,3294,"May 2014"
"4196",41,"E6",2014-06-27,303796.68,17460,13756,4623,2017,45883,2661,"May 2014"
"4197",42,"E6",2014-06-28,295745.8,18215,12298,7034,1506,45008,2339,"May 2014"
"4198",43,"E6",2014-06-29,315945.36,16549,13923,6735,2097,44527,2569,"May 2014"
"4199",44,"E6",2014-06-30,304690.7,18453,12668,6068,1201,45478,2532,"May 2014"
"4200",45,"E6",2014-07-01,384584.47,16748,19265,3645,2275,40455,4012,"May 2014"
"4201",46,"E6",2014-07-02,346821.07,16419,15835,4317,3251,43153,3425,"May 2014"
"4202",47,"E6",2014-07-03,313269.25,16619,14907,4379,2236,45609,2650,"May 2014"
"4203",48,"E6",2014-07-04,284058.78,16233,13672,5326,1929,47258,1982,"May 2014"
"4204",49,"E6",2014-07-05,287492.97,18923,12916,4173,2750,45315,2323,"May 2014"
"4205",50,"E6",2014-07-06,284977.89,15014,13767,3880,2157,49340,2242,"May 2014"
"4206",51,"E6",2014-07-07,294879.27,16385,14222,4266,3499,45380,2648,"May 2014"
"4207",52,"E6",2014-07-08,319490.81,18674,15060,4752,2019,43032,2863,"May 2014"
"4208",53,"E6",2014-07-09,288694.09,16499,14081,3560,1856,47969,2435,"May 2014"
"4209",54,"E6",2014-07-10,263180.79,17183,12887,4189,1892,48450,1799,"May 2014"
"4210",55,"E6",2014-07-11,267785.48,16203,12718,4756,1961,48788,1974,"May 2014"
"4211",56,"E6",2014-07-12,326057.71,16033,17434,3756,4065,42306,2806,"May 2014"
"4212",57,"E6",2014-07-13,302261.91,14553,14497,5065,3478,46039,2768,"May 2014"
"4213",58,"E6",2014-07-14,328014.54,15855,18556,3146,1787,44258,2798,"May 2014"
"4214",59,"E6",2014-07-15,297818.97,15107,16846,3075,3261,45867,2244,"May 2014"
"4215",60,"E6",2014-07-16,305779.44,16619,17477,3115,2194,44683,2312,"May 2014"
"4216",61,"E6",2014-07-17,262441.51,19329,13708,3146,2321,46228,1668,"May 2014"
"4217",62,"E6",2014-07-18,334746.64,17604,19208,2716,1797,42374,2701,"May 2014"
"4218",63,"E6",2014-07-19,252509.39,14947,12608,4383,2977,49697,1788,"May 2014"
"4219",1,"F3",2014-05-20,216036.83,18459,7752,3728,4877,49903,1681,"May 2014"
"4220",2,"F3",2014-05-21,209846.53,22549,7191,4203,1899,49098,1460,"May 2014"
"4221",3,"F3",2014-05-22,270475.19,20591,10225,4291,1838,46887,2568,"May 2014"
"4222",4,"F3",2014-05-23,361941.15,25855,15957,2955,4596,33316,3721,"May 2014"
"4223",5,"F3",2014-05-24,369795.88,19109,13583,3525,10125,35355,4703,"May 2014"
"4224",6,"F3",2014-05-25,230307.76,18831,9471,3718,2594,49893,1893,"May 2014"
"4225",7,"F3",2014-05-26,328499.52,23731,13962,3652,3364,38728,2963,"May 2014"
"4226",8,"F3",2014-05-27,289267.51,23793,10527,3522,2688,43067,2803,"May 2014"
"4227",9,"F3",2014-05-28,319846.65,19841,13340,4437,8103,37542,3137,"May 2014"
"4228",10,"F3",2014-05-29,225995.96,19817,8963,4386,3106,48754,1374,"May 2014"
"4229",11,"F3",2014-05-30,225629.97,20683,8198,4247,2991,48704,1577,"May 2014"
"4230",12,"F3",2014-05-31,240138.78,19011,10133,3215,3161,49084,1796,"May 2014"
"4231",13,"F3",2014-06-01,354259.13,20945,17089,2737,7315,34843,3471,"May 2014"
"4232",14,"F3",2014-06-02,226960.75,17746,9156,4859,1577,51570,1492,"May 2014"
"4233",15,"F3",2014-06-03,311715.22,21832,13713,4098,3063,40954,2740,"May 2014"
"4234",16,"F3",2014-06-04,582429.13,18067,24904,3236,8022,23722,8449,"May 2014"
"4235",17,"F3",2014-06-05,290633.31,16360,14165,4730,2574,46181,2390,"May 2014"
"4236",18,"F3",2014-06-06,277097.48,16940,15129,4177,3131,45233,1790,"May 2014"
"4237",19,"F3",2014-06-07,330558.78,19157,18401,3621,2636,40180,2405,"May 2014"
"4238",20,"F3",2014-06-08,220552.28,16290,9819,3082,1852,53759,1598,"May 2014"
"4239",21,"F3",2014-06-09,204074.24,23365,7591,3252,2997,48060,1135,"May 2014"
"4240",22,"F3",2014-06-10,338513.91,21706,17326,3840,2999,37850,2679,"May 2014"
"4241",23,"F3",2014-06-11,223656.72,19205,10036,3178,3878,48691,1412,"May 2014"
"4242",24,"F3",2014-06-12,325056.9,20561,17548,2876,4839,38094,2482,"May 2014"
"4243",25,"F3",2014-06-13,226643.45,16731,10949,3057,4571,49545,1547,"May 2014"
"4244",26,"F3",2014-06-14,297497.79,18092,16169,1225,25218,23045,2651,"May 2014"
"4245",27,"F3",2014-06-15,286476.27,17288,15542,3042,5177,43218,2133,"May 2014"
"4246",28,"F3",2014-06-16,257818.47,18457,14207,2336,17396,32495,1509,"May 2014"
"4247",29,"F3",2014-06-17,231829.1,12772,11438,2961,3201,54126,1902,"May 2014"
"4248",30,"F3",2014-06-18,235667.59,14628,11257,5336,2886,50954,1339,"May 2014"
"4249",31,"F3",2014-06-19,257167.37,17074,13018,1961,6300,46330,1717,"May 2014"
"4250",32,"F3",2014-06-20,173435.94,11249,6220,5042,3948,59165,776,"May 2014"
"4251",33,"F3",2014-06-21,224744.36,22391,9961,2525,8534,41951,1038,"May 2014"
"4252",34,"F3",2014-06-22,172269.43,17189,6583,3035,7329,51527,737,"May 2014"
"4253",35,"F3",2014-06-23,249381.47,25610,10553,1142,15934,31702,1459,"May 2014"
"4254",36,"F3",2014-06-24,191456.06,22843,6724,2352,3719,50176,586,"May 2014"
"4255",37,"F3",2014-06-25,230242.95,27526,7661,2685,3819,43553,1156,"May 2014"
"4256",38,"F3",2014-06-26,241923.94,27298,8049,2267,5875,41442,1469,"May 2014"
"4257",39,"F3",2014-06-27,202195.82,25630,6177,2694,11668,39477,754,"May 2014"
"4258",40,"F3",2014-06-28,229185.3,25681,8171,3186,5536,42749,1077,"May 2014"
"4259",41,"F3",2014-06-29,262056.31,25751,8487,5711,5814,39358,1279,"May 2014"
"4260",42,"F3",2014-06-30,255515.57,28205,8513,4718,3976,39821,1167,"May 2014"
"4261",43,"F3",2014-07-01,267932.04,25598,10190,2874,4358,41386,1994,"May 2014"
"4262",44,"F3",2014-07-02,288569.36,19493,12023,4408,3952,44201,2323,"May 2014"
"4263",45,"F3",2014-07-03,300547.19,22278,11082,5296,4564,40685,2495,"May 2014"
"4264",46,"F3",2014-07-04,401453.34,24812,16769,2978,3672,33943,4226,"May 2014"
"4265",47,"F3",2014-07-05,294835.35,23509,11393,3171,3413,42617,2297,"May 2014"
"4266",48,"F3",2014-07-06,267775.69,24028,10192,2869,4787,42429,2095,"May 2014"
"4267",49,"F3",2014-07-07,277780.85,22399,12643,2403,3983,43028,1944,"May 2014"
"4268",50,"F3",2014-07-08,190197.06,19427,6917,3260,3117,52791,888,"May 2014"
"4269",51,"F3",2014-07-09,288733.16,21871,12380,3039,4709,41851,2550,"May 2014"
"4270",52,"F3",2014-07-10,241958.96,22334,10537,2588,4210,45173,1558,"May 2014"
"4271",53,"F3",2014-07-11,244975.14,15828,11911,2620,4861,49177,2003,"May 2014"
"4272",54,"F3",2014-07-12,235336.65,17338,10604,2547,4844,49249,1818,"May 2014"
"4273",55,"F3",2014-07-13,261817.81,23001,12956,2184,6519,40204,1536,"May 2014"
"4274",56,"F3",2014-07-14,214086.87,20870,9441,3013,5944,46136,996,"May 2014"
"4275",57,"F3",2014-07-15,273662.22,20482,14161,2546,7830,39828,1553,"May 2014"
"4276",58,"F3",2014-07-16,266857.58,21487,14212,2306,7947,39249,1199,"May 2014"
"4277",59,"F3",2014-07-17,241530.52,22005,11412,2055,10463,39318,1147,"May 2014"
"4278",60,"F3",2014-07-18,272299.65,13716,13638,3902,3940,49152,2052,"May 2014"
"4279",61,"F3",2014-07-19,270509.68,25540,12561,2850,4372,39579,1498,"May 2014"
"4280",1,"G2",2014-05-19,260640.78,14197,13308,6111,6180,45031,1573,"May 2014"
"4281",2,"G2",2014-05-20,397657.34,14837,20475,4058,8604,33642,4784,"May 2014"
"4282",3,"G2",2014-05-21,261087.69,14316,14967,4227,3519,47747,1624,"May 2014"
"4283",4,"G2",2014-05-22,284457.66,16961,15997,5303,5932,40417,1790,"May 2014"
"4284",5,"G2",2014-05-23,304291.16,17905,18187,4403,8880,35181,1844,"May 2014"
"4285",6,"G2",2014-05-24,296760.44,15645,17389,5080,7493,38988,1805,"May 2014"
"4286",7,"G2",2014-05-25,309972.03,17318,19191,3917,13882,30489,1603,"May 2014"
"4287",8,"G2",2014-05-26,309201.3,18881,18431,4490,10690,32346,1562,"May 2014"
"4288",9,"G2",2014-05-27,279408.76,14209,15212,5519,7800,42025,1635,"May 2014"
"4289",10,"G2",2014-05-28,314832.77,15640,16126,7406,1868,43414,1946,"May 2014"
"4290",11,"G2",2014-05-29,317643.79,18443,17173,5362,2433,41122,1867,"May 2014"
"4291",12,"G2",2014-05-30,309464.49,18834,15909,5848,7087,36974,1748,"May 2014"
"4292",13,"G2",2014-05-31,294128.96,19753,17033,2193,25230,20261,1930,"May 2014"
"4293",14,"G2",2014-06-01,269119.44,15068,14100,5345,6082,43875,1930,"May 2014"
"4294",15,"G2",2014-06-02,159787.11,7820,7423,5272,37823,27171,891,"May 2014"
"4295",16,"G2",2014-06-03,10991.17,NA,NA,NA,86090,310,NA,"May 2014"
"4296",1,"J1",2014-05-21,274345.75,17571,11947,3397,10486,40527,2472,"May 2014"
"4297",2,"J1",2014-05-22,338484.59,17037,16223,3763,7629,38368,3380,"May 2014"
"4298",3,"J1",2014-05-23,366060.34,14439,15688,5569,8084,38430,4190,"May 2014"
"4299",4,"J1",2014-05-24,345634,15361,16437,5027,11154,35272,3149,"May 2014"
"4300",5,"J1",2014-05-25,392582.31,16644,18946,3440,12945,30305,4120,"May 2014"
"4301",6,"J1",2014-05-26,426395.86,12911,19802,7204,7086,34574,4823,"May 2014"
"4302",7,"J1",2014-05-27,361049.68,15640,15541,5312,9992,35994,3921,"May 2014"
"4303",8,"J1",2014-05-28,358309.92,14592,14659,6027,7983,39121,4018,"May 2014"
"4304",9,"J1",2014-05-29,367215.17,14948,14288,5155,10898,36655,4456,"May 2014"
"4305",10,"J1",2014-05-30,305699.95,13727,12879,5975,9080,41839,2900,"May 2014"
"4306",11,"J1",2014-05-31,306958.8,14890,13815,5963,9710,39383,2639,"May 2014"
"4307",12,"J1",2014-06-01,357466.45,17970,15621,5060,10029,34290,3430,"May 2014"
"4308",13,"J1",2014-06-02,345215.98,16400,17036,5125,8191,36866,2782,"May 2014"
"4309",14,"J1",2014-06-03,358392.06,18045,16343,3032,10501,34697,3782,"May 2014"
"4310",15,"J1",2014-06-04,338540.08,16636,14212,4341,12199,35730,3282,"May 2014"
"4311",16,"J1",2014-06-05,278174.92,19031,11518,4785,7700,41531,1835,"May 2014"
"4312",17,"J1",2014-06-06,409471.72,18003,19089,4376,9813,31209,3910,"May 2014"
"4313",18,"J1",2014-06-07,335713.22,20069,16165,4219,9820,33707,2420,"May 2014"
"4314",19,"J1",2014-06-08,363712.1,20392,15668,3859,10704,32537,3240,"May 2014"
"4315",20,"J1",2014-06-09,390238.79,14067,16685,5070,16245,30142,4191,"May 2014"
"4316",21,"J1",2014-06-10,353461.31,14791,16263,6913,7179,38405,2849,"May 2014"
"4317",22,"J1",2014-06-11,322368.54,11531,13057,7687,9840,41629,2656,"May 2014"
"4318",23,"J1",2014-06-12,251217.4,13778,9880,8197,14156,39040,1349,"May 2014"
"4319",24,"J1",2014-06-13,376903.72,11986,18512,5048,11929,35206,3719,"May 2014"
"4320",25,"J1",2014-06-14,335783.99,13809,17593,2641,23404,25909,3044,"May 2014"
"4321",26,"J1",2014-06-15,345406.1,16802,17740,4036,9586,35492,2744,"May 2014"
"4322",27,"J1",2014-06-16,326738.09,12662,15830,7009,8497,39977,2425,"May 2014"
"4323",1,"K7",2014-05-20,276538.14,17347,12453,3110,8490,42226,2774,"May 2014"
"4324",2,"K7",2014-05-21,337854.42,17588,15552,4157,7954,37602,3547,"May 2014"
"4325",3,"K7",2014-05-22,377053.96,16368,19260,2612,8207,35635,4318,"May 2014"
"4326",4,"K7",2014-05-23,371150.13,18829,18803,3750,5698,35426,3894,"May 2014"
"4327",5,"K7",2014-05-24,397386.49,19611,20387,2618,8304,31302,4178,"May 2014"
"4328",6,"K7",2014-05-25,361211.36,16255,18423,2985,8151,36669,3917,"May 2014"
"4329",7,"K7",2014-05-26,370397.56,16603,18411,4009,9111,34323,3943,"May 2014"
"4330",8,"K7",2014-05-27,347634.96,18416,17478,3118,7022,36830,3536,"May 2014"
"4331",9,"K7",2014-05-28,369331.03,18092,18000,2038,11381,32328,4561,"May 2014"
"4332",10,"K7",2014-05-29,300656.4,19922,13674,3536,12062,34364,2842,"May 2014"
"4333",11,"K7",2014-05-30,447139.38,18760,23165,2239,12172,24838,5226,"May 2014"
"4334",12,"K7",2014-05-31,341731.72,16833,15496,4319,12109,34570,3073,"May 2014"
"4335",13,"K7",2014-06-01,354938.54,15110,15912,3975,10089,37393,3921,"May 2014"
"4336",14,"K7",2014-06-02,366720.73,19262,17871,3767,9063,33029,3408,"May 2014"
"4337",15,"K7",2014-06-03,424445.93,16086,19991,4287,11348,29820,4868,"May 2014"
"4338",16,"K7",2014-06-04,426051.48,16022,20416,4136,7918,33121,4787,"May 2014"
"4339",17,"K7",2014-06-05,410632.86,18121,18152,4463,9840,31391,4433,"May 2014"
"4340",18,"K7",2014-06-06,388656.83,17217,18665,5019,8981,32770,3748,"May 2014"
"4341",19,"K7",2014-06-07,338747.18,16913,15939,3750,9357,37355,3086,"May 2014"
"4342",20,"K7",2014-06-08,382551.22,18011,17513,4790,6826,35684,3576,"May 2014"
"4343",21,"K7",2014-06-09,368359.18,14909,18734,4241,7514,37581,3421,"May 2014"
"4344",22,"K7",2014-06-10,424748.68,14466,20920,4520,8374,33542,4578,"May 2014"
"4345",23,"K7",2014-06-11,415464.85,17794,19664,4835,6813,32991,4303,"May 2014"
"4346",24,"K7",2014-06-12,343596.31,17788,17203,3990,5895,38760,2764,"May 2014"
"4347",25,"K7",2014-06-13,422064.25,20254,22236,2985,10149,26861,3915,"May 2014"
"4348",26,"K7",2014-06-14,379091.28,17746,20372,3533,8352,33168,3229,"May 2014"
"4349",27,"K7",2014-06-15,355409.69,17523,18675,2758,8138,36036,3270,"May 2014"
"4350",28,"K7",2014-06-16,368694.41,18513,17629,5468,11445,30146,3199,"May 2014"
"4351",29,"K7",2014-06-17,374465.03,18555,19068,3982,11739,29808,3248,"May 2014"
"4352",30,"K7",2014-06-18,345648.27,16730,17345,4590,9896,34999,2840,"May 2014"
"4353",31,"K7",2014-06-19,354850.45,18845,18703,2947,12139,30647,3119,"May 2014"
"4354",32,"K7",2014-06-20,390288.62,20197,19933,3209,13371,25981,3709,"May 2014"
"4355",33,"K7",2014-06-21,386065.16,19362,18876,3572,7796,33174,3620,"May 2014"
"4356",34,"K7",2014-06-22,383278.78,18930,20388,3111,5713,34949,3309,"May 2014"
"4357",35,"K7",2014-06-23,369418.95,20412,18704,3568,8183,32446,3087,"May 2014"
"4358",36,"K7",2014-06-24,427177.47,20232,22660,2593,13443,23347,4125,"May 2014"
"4359",37,"K7",2014-06-25,380352.87,21211,19292,2426,15315,24729,3427,"May 2014"
"4360",38,"K7",2014-06-26,360959.27,19293,17728,3730,8889,33601,3159,"May 2014"
"4361",39,"K7",2014-06-27,391574.34,18657,20213,3031,6680,34169,3650,"May 2014"
"4362",40,"K7",2014-06-28,353265.84,16865,18700,3589,7150,37153,2943,"May 2014"
"4363",41,"K7",2014-06-29,456302.86,20740,24333,3422,4946,28742,4217,"May 2014"
"4364",42,"K7",2014-06-30,399068.59,23760,18646,3866,6235,30302,3591,"May 2014"
"4365",43,"K7",2014-07-01,398708.63,19247,18420,3488,5318,35960,3967,"May 2014"
"4366",44,"K7",2014-07-02,438033.66,21128,21910,3882,6068,29380,4032,"May 2014"
"4367",45,"K7",2014-07-03,396309.23,19145,19845,3083,6565,34009,3753,"May 2014"
"4368",46,"K7",2014-07-04,553422.12,20358,24080,2451,11082,21583,6846,"May 2014"
"4369",47,"K7",2014-07-05,323048.6,20034,15805,4311,4421,39717,2112,"May 2014"
"4370",1,"L3",2014-05-18,290751.39,14124,13619,5557,3126,47359,2615,"May 2014"
"4371",2,"L3",2014-05-19,311051.11,15569,13137,4596,2938,46502,3658,"May 2014"
"4372",3,"L3",2014-05-20,294207.21,17417,13437,1880,13974,36423,3269,"May 2014"
"4373",4,"L3",2014-05-21,287590.7,16646,13983,4241,6621,42643,2266,"May 2014"
"4374",5,"L3",2014-05-22,315313.73,16133,15830,3601,6021,41945,2870,"May 2014"
"4375",6,"L3",2014-05-23,326415.95,18262,18184,3022,6619,37398,2915,"May 2014"
"4376",7,"L3",2014-05-24,342281.04,19510,19498,2415,5812,36203,2962,"May 2014"
"4377",8,"L3",2014-05-25,332655.34,21767,19777,2563,5292,34457,2544,"May 2014"
"4378",9,"L3",2014-05-26,396116.68,18758,23850,2898,5798,31652,3444,"May 2014"
"4379",10,"L3",2014-05-27,333465.29,20185,18266,3651,7081,34329,2888,"May 2014"
"4380",11,"L3",2014-05-28,392854.05,20820,20956,3248,6320,31130,3926,"May 2014"
"4381",12,"L3",2014-05-29,384736.64,20964,18488,3773,8972,30051,4152,"May 2014"
"4382",13,"L3",2014-05-30,377233.86,15890,20018,4038,5027,37670,3757,"May 2014"
"4383",14,"L3",2014-05-31,394377.83,20786,21800,2638,4638,32746,3792,"May 2014"
"4384",15,"L3",2014-06-01,373528.29,20440,19083,3029,8642,31569,3637,"May 2014"
"4385",16,"L3",2014-06-02,459833.21,20020,22185,3535,2134,32753,5773,"May 2014"
"4386",17,"L3",2014-06-03,485525.11,23932,21224,2060,5770,26840,6574,"May 2014"
"4387",18,"L3",2014-06-04,535849.67,20528,22051,2253,9405,23623,8540,"May 2014"
"4388",19,"L3",2014-06-05,403181.47,22473,19035,2213,8233,30141,4305,"May 2014"
"4389",20,"L3",2014-06-06,399082.02,20071,19488,3499,9899,29465,3978,"May 2014"
"4390",21,"L3",2014-06-07,397432.48,23955,19937,2814,10472,25526,3696,"May 2014"
"4391",22,"L3",2014-06-08,421414.24,20495,20012,3127,8062,30290,4414,"May 2014"
"4392",23,"L3",2014-06-09,442692.31,17575,19136,2487,15881,25683,5638,"May 2014"
"4393",24,"L3",2014-06-10,320637.8,19783,15504,3513,11996,32966,2638,"May 2014"
"4394",25,"L3",2014-06-11,336819.05,21277,17480,3266,9527,32324,2526,"May 2014"
"4395",26,"L3",2014-06-12,355284.95,21011,18454,3218,8194,32303,3220,"May 2014"
"4396",27,"L3",2014-06-13,379733.21,21871,16596,2771,12270,28824,4068,"May 2014"
"4397",28,"L3",2014-06-14,345150.65,20001,16338,4256,9684,33175,2946,"May 2014"
"4398",29,"L3",2014-06-15,330110.43,20385,16463,3430,7386,35918,2818,"May 2014"
"4399",30,"L3",2014-06-16,433310.14,15241,18321,2651,19419,24970,5798,"May 2014"
"4400",31,"L3",2014-06-17,230949.87,18567,10334,3540,10619,41758,1582,"May 2014"
"4401",32,"L3",2014-06-18,258704.94,20583,12912,2777,10281,38136,1711,"May 2014"
"4402",33,"L3",2014-06-19,269292.34,22064,12035,4124,10483,35679,2015,"May 2014"
"4403",34,"L3",2014-06-20,233084.55,13892,9960,4392,8416,47855,1885,"May 2014"
"4404",1,"L4",2014-05-19,262850.13,15923,12504,5443,7004,43767,1759,"May 2014"
"4405",2,"L4",2014-05-20,204675.28,16452,10479,3096,4864,50472,1037,"May 2014"
"4406",3,"L4",2014-05-21,269340.96,17478,13524,4172,2804,46526,1896,"May 2014"
"4407",4,"L4",2014-05-22,339843.71,18920,17710,3831,11377,32101,2461,"May 2014"
"4408",5,"L4",2014-05-23,290982.29,21610,12512,4642,7587,37772,2277,"May 2014"
"4409",6,"L4",2014-05-24,427970.58,18081,16702,6762,11528,28427,4900,"May 2014"
"4410",7,"L4",2014-05-25,270656.6,18992,14372,3113,3319,44738,1866,"May 2014"
"4411",8,"L4",2014-05-26,262230.48,19107,12070,6947,1087,45493,1696,"May 2014"
"4412",9,"L4",2014-05-27,327108.4,24780,17729,3787,1952,35993,2159,"May 2014"
"4413",10,"L4",2014-05-28,307426.15,21761,14825,5340,2677,39580,2217,"May 2014"
"4414",11,"L4",2014-05-29,465723.99,16206,18417,4000,13122,28519,6136,"May 2014"
"4415",12,"L4",2014-05-30,247688.9,18068,12587,5109,2535,46982,1119,"May 2014"
"4416",13,"L4",2014-05-31,229178.51,19606,9672,6535,2538,46913,1136,"May 2014"
"4417",14,"L4",2014-06-01,269768.87,23500,13252,4951,2558,40755,1384,"May 2014"
"4418",15,"L4",2014-06-02,257516.66,20251,11285,7637,642,45311,1274,"May 2014"
"4419",16,"L4",2014-06-03,295304.6,22054,13680,5633,2115,41077,1841,"May 2014"
"4420",17,"L4",2014-06-04,314085.76,19651,14591,4861,5634,39439,2224,"May 2014"
"4421",18,"L4",2014-06-05,314261.44,15554,14787,5593,2641,45085,2740,"May 2014"
"4422",19,"L4",2014-06-06,269951.8,22429,12807,5116,2535,41927,1586,"May 2014"
"4423",20,"L4",2014-06-07,254938.92,15743,12300,4604,2934,49007,1812,"May 2014"
"4424",21,"L4",2014-06-08,242272.68,17328,11131,5779,1762,48965,1435,"May 2014"
"4425",22,"L4",2014-06-09,258839.53,14833,12645,4945,2646,49324,2007,"May 2014"
"4426",23,"L4",2014-06-10,244668.44,20670,11327,4145,2037,46754,1467,"May 2014"
"4427",24,"L4",2014-06-11,257376.09,19254,13484,4619,2481,45463,1099,"May 2014"
"4428",25,"L4",2014-06-12,274934.72,20247,14444,4705,1421,44103,1480,"May 2014"
"4429",26,"L4",2014-06-13,273460.42,16195,13523,6189,1764,46983,1746,"May 2014"
"4430",27,"L4",2014-06-14,243870.05,18213,11694,5281,2204,47577,1431,"May 2014"
"4431",28,"L4",2014-06-15,320990.66,20317,17127,4885,2411,39744,1916,"May 2014"
"4432",29,"L4",2014-06-16,225147.96,17620,10398,4196,2886,49989,1311,"May 2014"
"4433",30,"L4",2014-06-17,234549.4,15804,12465,4054,1596,51210,1271,"May 2014"
"4434",31,"L4",2014-06-18,217297.94,19121,10479,3165,1404,50973,1258,"May 2014"
"4435",32,"L4",2014-06-19,235491.56,21355,12869,2834,1600,46740,1002,"May 2014"
"4436",33,"L4",2014-06-20,194365.6,11837,7697,10172,600,55308,786,"May 2014"
"4437",34,"L4",2014-06-21,240189.96,23864,12186,3116,1810,44308,1116,"May 2014"
"4438",35,"L4",2014-06-22,261831.93,21758,14047,2950,1638,44524,1483,"May 2014"
"4439",36,"L4",2014-06-23,270870.2,23408,14206,3750,1902,41598,1536,"May 2014"
"4440",37,"L4",2014-06-24,248356.99,19439,13105,3283,1594,47637,1342,"May 2014"
"4441",38,"L4",2014-06-25,228549.31,16978,11336,4744,1130,50950,1262,"May 2014"
"4442",39,"L4",2014-06-26,302994.86,22016,14707,2970,4756,39580,2371,"May 2014"
"4443",40,"L4",2014-06-27,230117.48,19461,11454,5062,2187,47264,972,"May 2014"
"4444",41,"L4",2014-06-28,242259.66,19109,11817,3634,2947,47560,1333,"May 2014"
"4445",42,"L4",2014-06-29,298845.17,27285,13913,3761,2404,37147,1890,"May 2014"
"4446",43,"L4",2014-06-30,238165.02,25864,10431,3671,1326,43967,1141,"May 2014"
"4447",44,"L4",2014-07-01,234036.47,27439,10275,3002,3270,41396,1018,"May 2014"
"4448",45,"L4",2014-07-02,270727.51,25083,12066,3735,1875,41999,1642,"May 2014"
"4449",46,"L4",2014-07-03,234603.09,24060,9397,5926,2202,43762,1053,"May 2014"
"4450",47,"L4",2014-07-04,248241.98,26308,10559,3551,2107,42559,1316,"May 2014"
"4451",48,"L4",2014-07-05,274526.14,24528,11209,6194,2246,40726,1497,"May 2014"
"4452",1,"n13",2014-05-18,562327.57,17539,21357,1506,18577,18114,9307,"May 2014"
"4453",2,"n13",2014-05-19,325206.14,20358,13991,5667,8227,35723,2434,"May 2014"
"4454",3,"n13",2014-05-20,330457.16,15026,14097,7248,5742,41261,3026,"May 2014"
"4455",4,"n13",2014-05-21,350628.08,16304,16607,6697,5701,37903,3188,"May 2014"
"4456",5,"n13",2014-05-22,360285.62,16575,16817,6425,6180,37072,3331,"May 2014"
"4457",6,"n13",2014-05-23,373743.84,13818,17123,8998,3929,39081,3451,"May 2014"
"4458",7,"n13",2014-05-24,365062.47,15816,15817,6934,9272,35036,3525,"May 2014"
"4459",8,"n13",2014-05-25,370237.85,15750,17896,5681,5209,38439,3425,"May 2014"
"4460",9,"n13",2014-05-26,408417.08,16698,20737,4532,7134,33334,3965,"May 2014"
"4461",10,"n13",2014-05-27,369711.45,13519,17038,7556,6051,38698,3538,"May 2014"
"4462",11,"n13",2014-05-28,347821.27,14740,15888,5793,6349,39983,3647,"May 2014"
"4463",12,"n13",2014-05-29,373520.26,14869,16959,7633,5631,37643,3665,"May 2014"
"4464",13,"n13",2014-05-30,384484.22,17168,15897,5542,14317,29672,3804,"May 2014"
"4465",14,"n13",2014-05-31,381400.78,14824,16154,6237,12055,33177,3953,"May 2014"
"4466",15,"n13",2014-06-01,342435.23,14693,15679,5835,9105,37843,3245,"May 2014"
"4467",16,"n13",2014-06-02,375172.87,16724,17090,5313,15415,28263,3595,"May 2014"
"4468",17,"n13",2014-06-03,439719.11,16692,17785,4058,14162,28392,5311,"May 2014"
"4469",18,"n13",2014-06-04,383518.66,13264,15380,7724,7459,38254,4319,"May 2014"
"4470",19,"n13",2014-06-05,381397.18,14319,15991,7502,10466,34121,4001,"May 2014"
"4471",20,"n13",2014-06-06,329373.47,12506,14027,7938,7164,41595,3170,"May 2014"
"4472",21,"n13",2014-06-07,457264.4,15225,20183,3697,10544,31261,5490,"May 2014"
"4473",22,"n13",2014-06-08,465864.76,16353,19690,4250,13707,26746,5654,"May 2014"
"4474",23,"n13",2014-06-09,353679.86,12751,15791,6259,11052,36853,3694,"May 2014"
"4475",24,"n13",2014-06-10,370365,13106,15307,8041,11801,34487,3658,"May 2014"
"4476",25,"n13",2014-06-11,413003.61,14311,18246,5821,11466,32171,4385,"May 2014"
"4477",26,"n13",2014-06-12,447039.59,15380,17882,4772,10453,32372,5541,"May 2014"
"4478",27,"n13",2014-06-13,557114.93,14856,19860,1106,16282,25645,8651,"May 2014"
"4479",28,"n13",2014-06-14,285892.26,13492,12460,6726,10265,41320,2137,"May 2014"
"4480",29,"n13",2014-06-15,339562.56,12805,13672,7217,6311,43263,3132,"May 2014"
"4481",30,"n13",2014-06-16,420675.48,14928,17486,4821,12369,31686,5110,"May 2014"
"4482",31,"n13",2014-06-17,381461.98,16226,16239,4788,13195,32092,3860,"May 2014"
"4483",32,"n13",2014-06-18,355848.16,12470,14908,7113,13294,34974,3641,"May 2014"
"4484",33,"n13",2014-06-19,387264.94,11495,17609,6559,10242,36442,4053,"May 2014"
"4485",34,"n13",2014-06-20,500029.61,20785,22516,3944,14820,18939,5396,"May 2014"
"4486",35,"n13",2014-06-21,387639.36,15944,17039,4249,13034,32011,4123,"May 2014"
