"","X1","Squirrel","date","ODBA","Feed","Forage","NestMove","notmoving","Sleep","Travel","Deploy"
"1449",19,"C2a",2016-11-25,134689.36,6592,4217,5475,3805,64896,1415,"Early November 2016"
"1450",20,"C2a",2016-11-26,153915.45,8636,6074,4487,6107,59833,1263,"Early November 2016"
"1451",21,"C2a",2016-11-27,224983.77,7924,11571,3401,6392,54620,2492,"Early November 2016"
"1452",22,"C2a",2016-11-28,157854.18,5396,7170,4174,1709,66398,1553,"Early November 2016"
"1453",23,"C2a",2016-11-29,148053.4,6532,4938,5674,2779,65097,1380,"Early November 2016"
"1454",24,"C2a",2016-11-30,144808.29,4150,4758,7103,822,68197,1370,"Early November 2016"
"1455",25,"C2a",2016-12-01,198995.83,7691,9642,4175,2891,60025,1976,"Early November 2016"
"1456",26,"C2a",2016-12-02,129286.45,6743,3538,6820,3473,65030,796,"Early November 2016"
"1457",27,"C2a",2016-12-03,119821.2,4217,2878,7540,1683,69350,732,"Early November 2016"
"1458",28,"C2a",2016-12-04,117981.72,6503,2643,6873,901,68757,723,"Early November 2016"
"1459",29,"C2a",2016-12-05,106793.48,6994,2109,6472,1909,68519,397,"Early November 2016"
"1460",30,"C2a",2016-12-06,85742.95,6119,1932,3737,23832,50435,345,"Early November 2016"
"1461",31,"C2a",2016-12-07,98286.64,6745,2335,4145,28831,43885,459,"Early November 2016"
"1462",32,"C2a",2016-12-08,104210.32,5646,2139,6718,1710,69752,435,"Early November 2016"
"1463",33,"C2a",2016-12-09,123249.31,4936,2527,8913,1345,67917,762,"Early November 2016"
"1464",34,"C2a",2016-12-10,98152.01,7984,2261,5161,4645,66069,280,"Early November 2016"
"1465",35,"C2a",2016-12-11,106728.13,5422,1825,7274,1332,69998,549,"Early November 2016"
"1466",36,"C2a",2016-12-12,87120.43,6425,1350,5194,2591,70598,242,"Early November 2016"
"1467",37,"C2a",2016-12-13,100196.29,7731,1804,5312,3322,67909,322,"Early November 2016"
"1468",38,"C2a",2016-12-14,94641.04,6956,2292,4202,3202,69448,300,"Early November 2016"
"1469",39,"C2a",2016-12-15,92937.4,7069,1691,4921,2359,70049,311,"Early November 2016"
"1470",40,"C2a",2016-12-16,124114.5,6374,3874,5572,2576,67280,724,"Early November 2016"
"1471",41,"C2a",2016-12-17,156068.91,8130,6430,4568,6587,59591,1094,"Early November 2016"
"1472",42,"C2a",2016-12-18,163744.41,10248,6055,5984,5380,57638,1095,"Early November 2016"
"1473",43,"C2a",2016-12-19,146558.44,6708,4852,7359,4626,61743,1112,"Early November 2016"
"1474",44,"C2a",2016-12-20,155263.96,7322,6326,6549,6332,58772,1099,"Early November 2016"
"1475",45,"C2a",2016-12-21,120126.12,5064,3168,6903,745,69837,683,"Early November 2016"
"1476",46,"C2a",2016-12-22,132433.19,4992,3478,7928,1334,67972,696,"Early November 2016"
"1477",47,"C2a",2016-12-23,89692.36,4230,1905,5318,9548,65104,295,"Early November 2016"
"1478",48,"C2a",2016-12-24,124727.5,7280,3307,5539,16452,53261,561,"Early November 2016"
"1479",49,"C2a",2016-12-25,153615.63,5668,5211,6777,4839,62633,1272,"Early November 2016"
"1480",50,"C2a",2016-12-26,139511.93,5013,4785,6279,2934,66292,1097,"Early November 2016"
"1481",51,"C2a",2016-12-27,135862.21,5761,3572,7604,1805,66797,861,"Early November 2016"
"1482",52,"C2a",2016-12-28,151400.18,4953,4849,7663,5127,62760,1048,"Early November 2016"
"1483",53,"C2a",2016-12-29,139419.67,5198,4112,7491,2493,66219,887,"Early November 2016"
"1484",54,"C2a",2016-12-30,188282.99,8513,6341,8076,8118,54104,1248,"Early November 2016"
"1485",55,"C2a",2016-12-31,143584.92,5583,4373,7410,2630,65521,883,"Early November 2016"
"1486",56,"C2a",2017-01-01,151634.93,5192,4911,7081,3705,64391,1120,"Early November 2016"
"1487",57,"C2a",2017-01-02,138731.15,3965,4588,6840,2637,67461,909,"Early November 2016"
"1488",58,"C2a",2017-01-03,141104.66,5076,4218,7466,6378,62404,858,"Early November 2016"
"1489",59,"C2a",2017-01-04,120412.9,5870,3145,5827,3092,67937,529,"Early November 2016"
"1490",1,"D15",2016-11-07,121727.21,8328,4925,2618,37041,32793,695,"Early November 2016"
"1491",2,"D15",2016-11-08,154115.47,10179,7069,2999,27521,37660,972,"Early November 2016"
"1492",3,"D15",2016-11-09,195011.65,8423,8857,6164,14334,46667,1955,"Early November 2016"
"1493",4,"D15",2016-11-10,187209.76,7663,8641,5461,9928,52921,1786,"Early November 2016"
"1494",5,"D15",2016-11-11,208227.75,6829,11141,4654,2577,58955,2244,"Early November 2016"
"1495",6,"D15",2016-11-12,182399.94,7622,8379,5028,4278,59203,1890,"Early November 2016"
"1496",7,"D15",2016-11-13,215320.44,6877,8877,8298,1299,58783,2266,"Early November 2016"
"1497",8,"D15",2016-11-14,186003.01,7419,7855,5705,2140,61345,1936,"Early November 2016"
"1498",9,"D15",2016-11-15,156176.37,10092,5621,4705,2343,62465,1174,"Early November 2016"
"1499",10,"D15",2016-11-16,165770.48,8465,5745,6606,4351,60037,1196,"Early November 2016"
"1500",11,"D15",2016-11-17,132896.26,5835,4167,6741,4817,63939,901,"Early November 2016"
"1501",12,"D15",2016-11-18,123483.24,5336,3421,6951,1562,68052,1078,"Early November 2016"
"1502",13,"D15",2016-11-19,147285.4,4682,5650,5838,2674,66082,1474,"Early November 2016"
"1503",14,"D15",2016-11-20,104835.76,3942,2446,6261,1795,71229,727,"Early November 2016"
"1504",15,"D15",2016-11-21,107595.9,5864,2754,6729,1990,68592,471,"Early November 2016"
"1505",16,"D15",2016-11-22,103054.72,5189,2345,5954,2075,70036,801,"Early November 2016"
"1506",17,"D15",2016-11-23,83406.46,4345,1874,4304,7864,67525,488,"Early November 2016"
"1507",18,"D15",2016-11-24,101582,7082,2666,3942,10274,61848,588,"Early November 2016"
"1508",19,"D15",2016-11-25,109346.47,5002,2735,6496,2644,68895,628,"Early November 2016"
"1509",1,"E11",2016-11-07,169603.15,8459,6304,7629,4567,58551,890,"Early November 2016"
"1510",2,"E11",2016-11-08,394797.2,14620,21302,6861,4882,35390,3345,"Early November 2016"
"1511",3,"E11",2016-11-09,342692.15,12599,17091,7383,4027,42542,2758,"Early November 2016"
"1512",4,"E11",2016-11-10,257163.99,8861,12411,7332,5273,50690,1833,"Early November 2016"
"1513",5,"E11",2016-11-11,357370.14,17870,18956,5595,5892,35397,2690,"Early November 2016"
"1514",6,"E11",2016-11-12,180630.17,10202,7309,5785,4014,57999,1091,"Early November 2016"
"1515",7,"E11",2016-11-13,212735.25,11428,8629,6739,7658,50681,1265,"Early November 2016"
"1516",8,"E11",2016-11-14,21098.3,1391,626,1085,1360,8784,45,"Early November 2016"
"1517",1,"E15",2016-11-07,128804.63,5311,3640,8027,1631,67103,688,"Early November 2016"
"1518",2,"E15",2016-11-08,175711.12,9112,6891,6792,3081,58888,1636,"Early November 2016"
"1519",3,"E15",2016-11-09,176035.42,8442,6978,6946,1568,60874,1592,"Early November 2016"
"1520",4,"E15",2016-11-10,211075.73,8422,8945,7045,3198,56505,2285,"Early November 2016"
"1521",5,"E15",2016-11-11,206891.5,8388,9065,6142,2649,57593,2563,"Early November 2016"
"1522",6,"E15",2016-11-12,134115.07,6043,4821,5040,3384,65900,1212,"Early November 2016"
"1523",7,"E15",2016-11-13,175701.46,7916,7701,4934,2223,62001,1625,"Early November 2016"
"1524",8,"E15",2016-11-14,146602.67,7526,4843,5603,5299,61737,1392,"Early November 2016"
"1525",9,"E15",2016-11-15,154321.86,10754,4480,7010,2038,61245,873,"Early November 2016"
"1526",10,"E15",2016-11-16,169357.15,8859,5354,7261,2539,60914,1473,"Early November 2016"
"1527",11,"E15",2016-11-17,123910.05,5677,2946,7357,862,68598,960,"Early November 2016"
"1528",12,"E15",2016-11-18,124555.32,5097,3701,6190,1273,69210,929,"Early November 2016"
"1529",13,"E15",2016-11-19,105043.17,6183,2489,5323,1439,70287,679,"Early November 2016"
"1530",14,"E15",2016-11-20,109079.79,4874,2324,6544,1482,70431,745,"Early November 2016"
"1531",15,"E15",2016-11-21,99113.07,4524,2104,5849,1594,71716,613,"Early November 2016"
"1532",16,"E15",2016-11-22,104274.24,4990,2618,5231,1381,71544,636,"Early November 2016"
"1533",17,"E15",2016-11-23,96089.73,4899,2120,5111,2003,71659,608,"Early November 2016"
"1534",18,"E15",2016-11-24,105464.15,5361,2755,5628,682,71407,567,"Early November 2016"
"1535",19,"E15",2016-11-25,107342.99,4726,2582,7055,2138,69170,729,"Early November 2016"
"1536",1,"E17",2016-11-07,98614,6629,3245,1698,35195,39237,396,"Early November 2016"
"1537",2,"E17",2016-11-08,102250.29,6737,2980,2172,19903,54133,475,"Early November 2016"
"1538",3,"E17",2016-11-09,110072.94,5368,3700,2574,12479,61568,711,"Early November 2016"
"1539",4,"E17",2016-11-10,97982.19,5281,3278,2480,27662,47199,500,"Early November 2016"
"1540",5,"E17",2016-11-11,132540.84,6472,5432,2878,3703,66692,1223,"Early November 2016"
"1541",6,"E17",2016-11-12,137328.7,6645,5528,3480,3567,66000,1180,"Early November 2016"
"1542",7,"E17",2016-11-13,159454.82,6764,5899,5431,3520,63479,1307,"Early November 2016"
"1543",8,"E17",2016-11-14,166239.53,8145,6109,5684,3209,61906,1347,"Early November 2016"
"1544",9,"E17",2016-11-15,162339.05,9834,5464,4961,3203,61648,1290,"Early November 2016"
"1545",10,"E17",2016-11-16,148064.07,8305,4851,5334,2037,64926,947,"Early November 2016"
"1546",11,"E17",2016-11-17,165841.39,9062,5832,5183,1804,63157,1362,"Early November 2016"
"1547",12,"E17",2016-11-18,152163.23,7343,4728,5514,1740,65916,1159,"Early November 2016"
"1548",13,"E17",2016-11-19,126568.87,7841,3462,5274,991,68106,726,"Early November 2016"
"1549",14,"E17",2016-11-20,116520.89,8053,2991,4619,1395,68791,551,"Early November 2016"
"1550",15,"E17",2016-11-21,117738.39,7129,2487,7507,874,68003,400,"Early November 2016"
"1551",16,"E17",2016-11-22,143705.22,9868,3961,6404,607,64805,755,"Early November 2016"
"1552",17,"E17",2016-11-23,153812.91,9652,4330,6828,4879,59851,860,"Early November 2016"
"1553",18,"E17",2016-11-24,197997.77,8254,8568,6224,550,61606,1198,"Early November 2016"
"1554",19,"E17",2016-11-25,140332.53,9140,3671,6737,582,65552,718,"Early November 2016"
"1555",20,"E17",2016-11-26,144634.57,9167,4404,5119,1976,64991,743,"Early November 2016"
"1556",1,"F5",2016-11-07,109639.65,4842,3475,7096,2354,68277,356,"Early November 2016"
"1557",2,"F5",2016-11-08,137367.06,5812,5450,6350,963,67073,752,"Early November 2016"
"1558",3,"F5",2016-11-09,196600.08,7538,9172,6720,3863,57886,1221,"Early November 2016"
"1559",4,"F5",2016-11-10,209333.43,9340,9504,6631,2711,56781,1433,"Early November 2016"
"1560",5,"F5",2016-11-11,229445.55,9559,12030,4581,7749,50702,1779,"Early November 2016"
"1561",6,"F5",2016-11-12,192430.06,8017,8387,4486,4063,59776,1671,"Early November 2016"
"1562",7,"F5",2016-11-13,206702.95,6343,9098,5637,5724,57697,1901,"Early November 2016"
"1563",8,"F5",2016-11-14,185216.94,10564,7292,4084,5492,57390,1578,"Early November 2016"
"1564",9,"F5",2016-11-15,142621.67,7223,4028,7418,2987,63877,867,"Early November 2016"
"1565",10,"F5",2016-11-16,142738.73,7789,4961,5211,6692,60766,981,"Early November 2016"
"1566",11,"F5",2016-11-17,146490.13,7452,4347,7446,5656,60559,940,"Early November 2016"
"1567",12,"F5",2016-11-18,154570.23,6022,5130,5443,7348,60913,1544,"Early November 2016"
"1568",13,"F5",2016-11-19,131691.19,6902,3559,5448,8950,60597,944,"Early November 2016"
"1569",14,"F5",2016-11-20,110124.37,6005,2792,6116,3941,67049,497,"Early November 2016"
"1570",15,"F5",2016-11-21,117029.21,6663,3149,5932,5174,64803,679,"Early November 2016"
"1571",16,"F5",2016-11-22,105473.79,6284,2699,4810,8045,63967,595,"Early November 2016"
"1572",17,"F5",2016-11-23,116787.38,5741,3266,5776,6051,64850,716,"Early November 2016"
"1573",18,"F5",2016-11-24,119050.39,4655,3899,5818,12663,58656,709,"Early November 2016"
"1574",19,"F5",2016-11-25,97496.36,4108,3227,3895,8417,66180,573,"Early November 2016"
"1575",20,"F5",2016-11-26,148208.85,6580,4957,6951,6280,60463,1169,"Early November 2016"
"1576",21,"F5",2016-11-27,165908.88,4680,6118,7251,4032,62931,1388,"Early November 2016"
"1577",22,"F5",2016-11-28,173443.96,5784,6031,7493,2426,63338,1328,"Early November 2016"
"1578",23,"F5",2016-11-29,149913.5,5573,4360,7317,3396,64436,1318,"Early November 2016"
"1579",24,"F5",2016-11-30,130155.8,5035,3528,8298,2386,66402,751,"Early November 2016"
"1580",25,"F5",2016-12-01,211166.01,6511,8462,6750,2745,59962,1970,"Early November 2016"
"1581",26,"F5",2016-12-02,160638.91,5927,4855,8529,6982,58969,1138,"Early November 2016"
"1582",27,"F5",2016-12-03,113880.56,4041,2497,7828,14868,56495,671,"Early November 2016"
"1583",28,"F5",2016-12-04,102314.16,4508,1789,7306,3595,68846,356,"Early November 2016"
"1584",29,"F5",2016-12-05,114859.15,6866,2689,6719,7133,62635,358,"Early November 2016"
"1585",30,"F5",2016-12-06,103535.7,4843,1940,7521,3493,68134,469,"Early November 2016"
"1586",31,"F5",2016-12-07,99350.72,4425,1558,7447,3885,68677,408,"Early November 2016"
"1587",32,"F5",2016-12-08,95919.54,3648,1901,5861,4500,69943,547,"Early November 2016"
"1588",33,"F5",2016-12-09,121807.98,6870,2394,7118,8047,61479,492,"Early November 2016"
"1589",34,"F5",2016-12-10,95121.67,4427,1709,6859,3029,70006,370,"Early November 2016"
"1590",35,"F5",2016-12-11,115051.6,7349,2754,5831,6033,63932,501,"Early November 2016"
"1591",36,"F5",2016-12-12,104518.04,5881,2150,6776,2735,68486,372,"Early November 2016"
"1592",37,"F5",2016-12-13,98471.22,4539,1630,7088,1886,70885,372,"Early November 2016"
"1593",38,"F5",2016-12-14,105739.01,5211,2425,7120,1126,70083,435,"Early November 2016"
"1594",39,"F5",2016-12-15,107767.67,6134,2055,7319,2538,67835,519,"Early November 2016"
"1595",40,"F5",2016-12-16,100962.39,5782,2106,5801,4447,67763,501,"Early November 2016"
"1596",1,"G0",2016-11-06,116155.16,5088,4183,4978,7737,63747,667,"Early November 2016"
"1597",2,"G0",2016-11-07,106031.99,4777,3792,4430,7019,65641,741,"Early November 2016"
"1598",3,"G0",2016-11-08,169178.34,6071,8110,3835,4222,62460,1702,"Early November 2016"
"1599",4,"G0",2016-11-09,187862.1,10467,8546,3810,5609,56048,1920,"Early November 2016"
"1600",5,"G0",2016-11-10,232104.91,10813,13468,1690,8963,48738,2728,"Early November 2016"
"1601",6,"G0",2016-11-11,161319.72,10683,9313,988,11780,52213,1423,"Early November 2016"
"1602",7,"G0",2016-11-12,147387.02,6223,8111,2447,19680,48768,1171,"Early November 2016"
"1603",8,"G0",2016-11-13,149424.18,7224,7757,2998,27016,40409,996,"Early November 2016"
"1604",1,"G15",2016-11-07,106720.75,5738,3212,3987,37287,35704,472,"Early November 2016"
"1605",2,"G15",2016-11-08,145615.68,8102,5937,4378,21148,46112,723,"Early November 2016"
"1606",3,"G15",2016-11-09,177786.54,12135,8731,2881,35725,25643,1285,"Early November 2016"
"1607",4,"G15",2016-11-10,192489.13,14961,9098,4968,4058,51901,1414,"Early November 2016"
"1608",5,"G15",2016-11-11,258065.8,9086,15258,3984,2676,52814,2582,"Early November 2016"
"1609",6,"G15",2016-11-12,235240.22,9428,13736,3090,2847,54898,2401,"Early November 2016"
"1610",7,"G15",2016-11-13,222431.97,9168,11754,5966,2945,54668,1899,"Early November 2016"
"1611",8,"G15",2016-11-14,225930.64,11034,11610,4525,12835,44503,1893,"Early November 2016"
"1612",9,"G15",2016-11-15,187338.24,8669,7505,5709,22035,41067,1415,"Early November 2016"
"1613",10,"G15",2016-11-16,180806.47,10018,8330,3128,31555,31976,1393,"Early November 2016"
"1614",11,"G15",2016-11-17,188648.35,8419,8870,2857,25471,38918,1865,"Early November 2016"
"1615",12,"G15",2016-11-18,200560.04,10763,9066,4417,23266,37306,1582,"Early November 2016"
"1616",13,"G15",2016-11-19,173565.09,6530,6943,5467,8218,57579,1663,"Early November 2016"
"1617",14,"G15",2016-11-20,142872.44,7431,4078,7440,13492,53262,697,"Early November 2016"
"1618",15,"G15",2016-11-21,166998.8,9231,6347,5945,7429,56399,1049,"Early November 2016"
"1619",16,"G15",2016-11-22,115027.94,5532,3786,5482,4539,66373,688,"Early November 2016"
"1620",17,"G15",2016-11-23,168418.76,9177,6650,4430,11614,53193,1336,"Early November 2016"
"1621",18,"G15",2016-11-24,131595.18,6750,4830,4869,17753,51346,852,"Early November 2016"
"1622",19,"G15",2016-11-25,152640.17,8174,6237,2517,31891,36192,1389,"Early November 2016"
"1623",20,"G15",2016-11-26,176403.17,8637,7270,3957,15097,50007,1432,"Early November 2016"
"1624",21,"G15",2016-11-27,215520.77,8711,9082,6756,11175,48908,1768,"Early November 2016"
"1625",22,"G15",2016-11-28,185326.83,9472,8800,2827,34609,29334,1358,"Early November 2016"
"1626",23,"G15",2016-11-29,187371.92,8433,7736,5636,17637,45597,1361,"Early November 2016"
"1627",24,"G15",2016-11-30,152705.13,9036,5645,3822,19638,47457,802,"Early November 2016"
"1628",25,"G15",2016-12-01,174737.45,9036,7596,3537,41832,23162,1237,"Early November 2016"
"1629",26,"G15",2016-12-02,199442.04,8397,9309,3706,20451,42893,1644,"Early November 2016"
"1630",27,"G15",2016-12-03,149000.74,7543,4969,6391,14579,52208,710,"Early November 2016"
"1631",28,"G15",2016-12-04,166802.02,8411,5583,7952,15420,48097,937,"Early November 2016"
"1632",29,"G15",2016-12-05,129330.25,5476,3304,8847,4854,63454,465,"Early November 2016"
"1633",30,"G15",2016-12-06,113233.94,5542,2982,5978,8657,62706,535,"Early November 2016"
"1634",31,"G15",2016-12-07,148240.21,8705,4863,6374,10304,55384,770,"Early November 2016"
"1635",32,"G15",2016-12-08,160630.5,7278,5446,6895,18037,47594,1150,"Early November 2016"
"1636",33,"G15",2016-12-09,141767.89,7288,4930,5074,21748,46381,979,"Early November 2016"
"1637",34,"G15",2016-12-10,120002.11,6748,3658,5043,9425,60937,589,"Early November 2016"
"1638",35,"G15",2016-12-11,154068.62,6445,4632,8430,5753,60110,1030,"Early November 2016"
"1639",36,"G15",2016-12-12,109815.48,5051,2723,7033,3949,67337,307,"Early November 2016"
"1640",37,"G15",2016-12-13,105018.14,5461,2784,6639,1264,69989,263,"Early November 2016"
"1641",38,"G15",2016-12-14,110877.51,4808,2652,7134,1874,69456,476,"Early November 2016"
"1642",39,"G15",2016-12-15,131310.59,6053,3938,6575,2354,67029,451,"Early November 2016"
"1643",40,"G15",2016-12-16,146463.48,6617,5600,5485,8868,58865,965,"Early November 2016"
"1644",1,"H7",2016-11-07,117534.76,6506,3634,3833,16914,54790,723,"Early November 2016"
"1645",2,"H7",2016-11-08,144431.34,5831,6162,3774,12592,56681,1360,"Early November 2016"
"1646",3,"H7",2016-11-09,140004.74,6611,6087,3793,4210,64590,1109,"Early November 2016"
"1647",4,"H7",2016-11-10,202899.8,9060,10494,4572,5881,54713,1680,"Early November 2016"
"1648",5,"H7",2016-11-11,244253.88,10654,13126,2547,13115,44718,2240,"Early November 2016"
"1649",6,"H7",2016-11-12,189528.52,8100,9015,4020,11096,52820,1349,"Early November 2016"
"1650",7,"H7",2016-11-13,196522.99,8526,9366,5167,8520,53471,1350,"Early November 2016"
"1651",8,"H7",2016-11-14,175405.67,6250,7835,6315,4855,59985,1160,"Early November 2016"
"1652",9,"H7",2016-11-15,147151.95,8299,5778,5526,4230,61853,714,"Early November 2016"
"1653",10,"H7",2016-11-16,138653.25,7126,5749,5124,5303,62546,552,"Early November 2016"
"1654",11,"H7",2016-11-17,125603.27,6287,4530,5313,4145,65397,728,"Early November 2016"
"1655",12,"H7",2016-11-18,127490.06,6380,3880,7733,1975,65857,575,"Early November 2016"
"1656",13,"H7",2016-11-19,138388.25,7908,5639,5066,3344,63773,670,"Early November 2016"
"1657",14,"H7",2016-11-20,124285.97,7039,4416,5600,2371,66528,446,"Early November 2016"
"1658",15,"H7",2016-11-21,105855.49,6361,3243,5149,4073,67169,405,"Early November 2016"
"1659",16,"H7",2016-11-22,109841.59,6985,3167,4748,3745,67200,555,"Early November 2016"
"1660",17,"H7",2016-11-23,126324.49,8282,4295,4669,5339,63340,475,"Early November 2016"
"1661",18,"H7",2016-11-24,113670.68,5276,4245,5746,3470,67244,419,"Early November 2016"
"1662",19,"H7",2016-11-25,137019.49,6453,5874,4058,3176,65932,907,"Early November 2016"
"1663",1,"I0",2016-11-12,177670.78,6118,8068,4762,5620,60188,1644,"Early November 2016"
"1664",2,"I0",2016-11-13,168986.98,6432,7077,5824,6596,59146,1325,"Early November 2016"
"1665",3,"I0",2016-11-14,179650.56,5955,8173,4061,5626,60919,1666,"Early November 2016"
"1666",4,"I0",2016-11-15,137662.91,6138,4851,5036,8089,61404,882,"Early November 2016"
"1667",5,"I0",2016-11-16,146893.35,6520,5185,5954,6021,61756,964,"Early November 2016"
"1668",6,"I0",2016-11-17,119634.77,4289,3855,5193,8073,64137,853,"Early November 2016"
"1669",7,"I0",2016-11-18,125292.3,4737,3876,6032,4681,66418,656,"Early November 2016"
"1670",8,"I0",2016-11-19,138418.82,6082,4732,6505,4515,63845,721,"Early November 2016"
"1671",9,"I0",2016-11-20,102056.46,4863,2545,4894,3665,69986,447,"Early November 2016"
"1672",10,"I0",2016-11-21,70846.57,3129,1444,2978,3197,75382,270,"Early November 2016"
"1673",11,"I0",2016-11-22,84174.8,4219,1985,3225,4536,71865,570,"Early November 2016"
"1674",12,"I0",2016-11-23,102494.55,4086,3013,4665,4275,69805,556,"Early November 2016"
"1675",13,"I0",2016-11-24,124809.37,4971,4932,4111,5197,66529,660,"Early November 2016"
"1676",14,"I0",2016-11-25,113859.32,5131,3115,4781,4239,68389,745,"Early November 2016"
"1677",15,"I0",2016-11-26,94277.04,4102,2297,4369,4189,70991,452,"Early November 2016"
"1678",16,"I0",2016-11-27,122504.8,4449,3857,5598,3957,67692,847,"Early November 2016"
"1679",17,"I0",2016-11-28,93926.69,3531,2091,5848,1686,72812,432,"Early November 2016"
"1680",18,"I0",2016-11-29,105658.17,5890,2762,5538,2275,69462,473,"Early November 2016"
"1681",19,"I0",2016-11-30,65393.73,2128,704,5246,718,77494,110,"Early November 2016"
"1682",20,"I0",2016-12-01,130719.06,4680,3280,8771,2751,66229,689,"Early November 2016"
"1683",21,"I0",2016-12-02,107389.77,3908,2085,7004,2110,70936,357,"Early November 2016"
"1684",22,"I0",2016-12-03,101434.52,3789,2404,6110,1097,72730,270,"Early November 2016"
"1685",23,"I0",2016-12-04,106679.59,3236,1532,9121,648,71639,224,"Early November 2016"
"1686",24,"I0",2016-12-05,73826.84,2483,899,4931,385,77479,223,"Early November 2016"
"1687",25,"I0",2016-12-06,63096.82,2185,960,3414,1220,78426,195,"Early November 2016"
"1688",26,"I0",2016-12-07,95694.65,4204,1471,6994,713,72806,212,"Early November 2016"
"1689",27,"I0",2016-12-08,93536.17,3186,2219,5834,592,74236,333,"Early November 2016"
"1690",28,"I0",2016-12-09,121867.84,3098,2556,8831,920,70729,266,"Early November 2016"
"1691",29,"I0",2016-12-10,111226.7,3499,1901,7941,503,72279,277,"Early November 2016"
"1692",30,"I0",2016-12-11,121525.85,4007,2842,8401,1558,69299,293,"Early November 2016"
"1693",31,"I0",2016-12-12,121542.31,3347,2045,10094,650,69976,288,"Early November 2016"
"1694",32,"I0",2016-12-13,131632.7,4207,2590,9875,652,68665,411,"Early November 2016"
"1695",33,"I0",2016-12-14,128447.89,4890,3067,7766,2037,68094,546,"Early November 2016"
"1696",34,"I0",2016-12-15,129698.14,4603,2982,8512,1606,68228,469,"Early November 2016"
"1697",35,"I0",2016-12-16,149004.64,4897,3855,8891,2407,65689,661,"Early November 2016"
"1698",36,"I0",2016-12-17,185648.47,6670,6950,7022,4730,60088,940,"Early November 2016"
"1699",37,"I0",2016-12-18,198181.18,7146,6623,9346,4987,57334,964,"Early November 2016"
"1700",38,"I0",2016-12-19,178191.85,5870,6452,7231,7135,58739,973,"Early November 2016"
"1701",39,"I0",2016-12-20,153382.53,6750,5420,6333,4358,62756,783,"Early November 2016"
"1702",40,"I0",2016-12-21,179549.24,7091,6994,8296,4451,58885,683,"Early November 2016"
"1703",41,"I0",2016-12-22,138861.54,5481,3414,8730,4127,64200,448,"Early November 2016"
"1704",42,"I0",2016-12-23,160394.87,8379,4040,10002,2433,61098,448,"Early November 2016"
"1705",43,"I0",2016-12-24,146685.58,5540,4227,8434,2928,64706,565,"Early November 2016"
"1706",44,"I0",2016-12-25,157425.01,5511,4391,9258,2408,64302,530,"Early November 2016"
"1707",45,"I0",2016-12-26,151168.21,5218,3346,9984,2681,64716,455,"Early November 2016"
"1708",46,"I0",2016-12-27,170987.8,6484,5574,9323,5498,59007,514,"Early November 2016"
"1709",47,"I0",2016-12-28,207691.57,6255,5323,12880,4226,57109,607,"Early November 2016"
"1710",48,"I0",2016-12-29,183757.85,6974,6210,8670,4415,59440,691,"Early November 2016"
"1711",49,"I0",2016-12-30,186873.38,6995,7563,7322,5356,58309,855,"Early November 2016"
"1712",50,"I0",2016-12-31,170550.22,6651,4595,10792,4240,59618,504,"Early November 2016"
"1713",51,"I0",2017-01-01,161297.8,5527,3696,10487,2464,63743,483,"Early November 2016"
"1714",52,"I0",2017-01-02,179893.95,6814,5036,9197,4828,59803,722,"Early November 2016"
"1715",53,"I0",2017-01-03,153972.79,4564,3746,10035,2587,64795,673,"Early November 2016"
"1716",1,"I17",2016-11-07,93334.32,5041,2767,4361,2515,71367,349,"Early November 2016"
"1717",2,"I17",2016-11-08,143087.5,8637,6520,3573,1807,64815,1048,"Early November 2016"
"1718",3,"I17",2016-11-09,143679.38,7666,7005,3118,2177,65285,1149,"Early November 2016"
"1719",4,"I17",2016-11-10,191636.76,9633,9516,3685,1941,59386,2239,"Early November 2016"
"1720",5,"I17",2016-11-11,205364.42,7532,12599,3144,1881,59472,1772,"Early November 2016"
"1721",6,"I17",2016-11-12,140815.72,6977,6442,4457,3340,64239,945,"Early November 2016"
"1722",7,"I17",2016-11-13,125405.54,5930,4812,5649,3075,66275,659,"Early November 2016"
"1723",8,"I17",2016-11-14,102698.27,8186,3368,3915,8388,62161,382,"Early November 2016"
"1724",9,"I17",2016-11-15,130690.75,7723,4664,5198,15891,52458,466,"Early November 2016"
"1725",10,"I17",2016-11-16,130285.76,7674,4773,5394,8539,59557,463,"Early November 2016"
"1726",11,"I17",2016-11-17,106510.39,8950,3027,4997,3016,66213,197,"Early November 2016"
"1727",12,"I17",2016-11-18,119550.92,8588,3244,7142,1990,65132,304,"Early November 2016"
"1728",13,"I17",2016-11-19,129974.37,8612,2470,10683,1365,62997,273,"Early November 2016"
"1729",14,"I17",2016-11-20,118586.73,8618,2252,9576,2317,63480,157,"Early November 2016"
"1730",15,"I17",2016-11-21,136630.98,11522,3714,7165,2426,61193,380,"Early November 2016"
"1731",16,"I17",2016-11-22,124125.33,6544,3241,8241,2289,65719,366,"Early November 2016"
"1732",17,"I17",2016-11-23,109617.54,5057,2039,10337,1361,67439,167,"Early November 2016"
"1733",18,"I17",2016-11-24,126347.11,5010,2681,11524,1278,65718,189,"Early November 2016"
"1734",19,"I17",2016-11-25,128250.47,5932,3007,10789,794,65707,171,"Early November 2016"
"1735",20,"I17",2016-11-26,132137.57,6121,3332,9950,2435,64232,330,"Early November 2016"
"1736",21,"I17",2016-11-27,151219.53,7134,4528,10661,3579,60149,349,"Early November 2016"
