Max,Avg,Min,,
54,47.0,43,,
57,46.9,34,,
63,51.8,43,,
63,52.6,39,,
61,52.9,45,,
63,52.6,36,,
59,51.0,41,,
57,48.1,37,,
52,45.6,41,,
55,46.3,39,,
61,52.1,43,,
64,53.0,41,,
63,51.9,39,,
52,46.6,43,,
68,54.3,41,,
63,54.7,50,,
68,60.6,54,,
75,64.4,55,,
81,69.3,54,,
82,70.3,55,,
77,67.9,59,,
72,63.5,54,,
70,57.8,45,,
64,55.2,43,,
66,56.7,43,,
68,53.8,41,,
64,55.8,46,,
68,55.3,39,,
63,55.6,48,,
63,55.4,41,,
